strain,sex,id,replicate,drug,dose,dosecode,cells,viability
KK/HlJ,m,SEL_2064,4,selumetinib,1.235,C,"B cells",94.53
KK/HlJ,m,SEL_2069,1,selumetinib,11.111,D,"B cells",88.88
KK/HlJ,m,SEL_2070,2,selumetinib,11.111,D,"B cells",99.24
KK/HlJ,m,SEL_2071,3,selumetinib,11.111,D,"B cells",85.63
KK/HlJ,m,SEL_2072,4,selumetinib,11.111,D,"B cells",89.71
KK/HlJ,m,SEL_2077,1,selumetinib,100,E,"B cells",95.58
KK/HlJ,m,SEL_2078,2,selumetinib,100,E,"B cells",95.16
KK/HlJ,m,SEL_2079,3,selumetinib,100,E,"B cells",77.36
KK/HlJ,m,SEL_2080,4,selumetinib,100,E,"B cells",91.60
KK/HlJ,m,SEL_2081,1,selumetinib,0,ctrl,monocytes,99.31
KK/HlJ,m,SEL_2082,2,selumetinib,0,ctrl,monocytes,100.58
KK/HlJ,m,SEL_2083,3,selumetinib,0,ctrl,monocytes,103.33
KK/HlJ,m,SEL_2084,4,selumetinib,0,ctrl,monocytes,96.78
KK/HlJ,m,SEL_2089,1,selumetinib,0.046,A,monocytes,75.33
KK/HlJ,m,SEL_2090,2,selumetinib,0.046,A,monocytes,99.21
KK/HlJ,m,SEL_2091,3,selumetinib,0.046,A,monocytes,100.90
KK/HlJ,m,SEL_2092,4,selumetinib,0.046,A,monocytes,86.74
KK/HlJ,m,SEL_2093,1,selumetinib,0.137,B,monocytes,88.22
KK/HlJ,m,SEL_2094,2,selumetinib,0.137,B,monocytes,87.16
KK/HlJ,m,SEL_2095,3,selumetinib,0.137,B,monocytes,98.36
KK/HlJ,m,SEL_2096,4,selumetinib,0.137,B,monocytes,98.15
KK/HlJ,m,SEL_2101,1,selumetinib,1.235,C,monocytes,98.36
KK/HlJ,m,SEL_2102,2,selumetinib,1.235,C,monocytes,100.79
KK/HlJ,m,SEL_2103,3,selumetinib,1.235,C,monocytes,99.63
KK/HlJ,m,SEL_2104,4,selumetinib,1.235,C,monocytes,97.31
KK/HlJ,m,SEL_2109,1,selumetinib,11.111,D,monocytes,91.92
KK/HlJ,m,SEL_2110,2,selumetinib,11.111,D,monocytes,91.71
KK/HlJ,m,SEL_2111,3,selumetinib,11.111,D,monocytes,92.87
KK/HlJ,m,SEL_2112,4,selumetinib,11.111,D,monocytes,86.85
KK/HlJ,m,SEL_2117,1,selumetinib,100,E,monocytes,99.21
KK/HlJ,m,SEL_2118,2,selumetinib,100,E,monocytes,92.45
KK/HlJ,m,SEL_2119,3,selumetinib,100,E,monocytes,89.70
KK/HlJ,m,SEL_2120,4,selumetinib,100,E,monocytes,95.72
KK/HlJ,m,SEL_2121,1,selumetinib,0,ctrl,"T cells",99.74
KK/HlJ,m,SEL_2122,2,selumetinib,0,ctrl,"T cells",100.26
KK/HlJ,m,SEL_2123,3,selumetinib,0,ctrl,"T cells",101.58
KK/HlJ,m,SEL_2124,4,selumetinib,0,ctrl,"T cells",98.42
KK/HlJ,m,SEL_2129,1,selumetinib,0.046,A,"T cells",85.25
KK/HlJ,m,SEL_2130,2,selumetinib,0.046,A,"T cells",99.85
KK/HlJ,m,SEL_2131,3,selumetinib,0.046,A,"T cells",100.77
KK/HlJ,m,SEL_2132,4,selumetinib,0.046,A,"T cells",90.86
KK/HlJ,m,SEL_2133,1,selumetinib,0.137,B,"T cells",92.50
KK/HlJ,m,SEL_2134,2,selumetinib,0.137,B,"T cells",92.90
KK/HlJ,m,SEL_2135,3,selumetinib,0.137,B,"T cells",99.95
KK/HlJ,m,SEL_2136,4,selumetinib,0.137,B,"T cells",98.72
KK/HlJ,m,SEL_2141,1,selumetinib,1.235,C,"T cells",97.50
KK/HlJ,m,SEL_2142,2,selumetinib,1.235,C,"T cells",100.56
KK/HlJ,m,SEL_2143,3,selumetinib,1.235,C,"T cells",100.56
KK/HlJ,m,SEL_2144,4,selumetinib,1.235,C,"T cells",98.42
KK/HlJ,m,SEL_2149,1,selumetinib,11.111,D,"T cells",95.56
KK/HlJ,m,SEL_2150,2,selumetinib,11.111,D,"T cells",95.66
KK/HlJ,m,SEL_2151,3,selumetinib,11.111,D,"T cells",95.56
KK/HlJ,m,SEL_2152,4,selumetinib,11.111,D,"T cells",91.88
KK/HlJ,m,SEL_2157,1,selumetinib,100,E,"T cells",99.23
KK/HlJ,m,SEL_2158,2,selumetinib,100,E,"T cells",95.66
KK/HlJ,m,SEL_2159,3,selumetinib,100,E,"T cells",94.64
KK/HlJ,m,SEL_2160,4,selumetinib,100,E,"T cells",98.21
LG/J,m,BEZ_2161,1,BEZ235,0,ctrl,"B cells",64.52
LG/J,m,BEZ_2162,2,BEZ235,0,ctrl,"B cells",129.03
LG/J,m,BEZ_2163,3,BEZ235,0,ctrl,"B cells",77.42
LG/J,m,BEZ_2164,4,BEZ235,0,ctrl,"B cells",129.03
LG/J,m,BEZ_2169,1,BEZ235,0.046,A,"B cells",103.23
LG/J,m,BEZ_2170,2,BEZ235,0.046,A,"B cells",0.00
LG/J,m,BEZ_2171,3,BEZ235,0.046,A,"B cells",0.00
LG/J,m,BEZ_2172,4,BEZ235,0.046,A,"B cells",129.03
LG/J,m,BEZ_2173,1,BEZ235,0.137,B,"B cells",0.00
LG/J,m,BEZ_2174,2,BEZ235,0.137,B,"B cells",107.48
LG/J,m,BEZ_2175,3,BEZ235,0.137,B,"B cells",129.03
LG/J,m,BEZ_2176,4,BEZ235,0.137,B,"B cells",129.03
LG/J,m,BEZ_2181,1,BEZ235,1.235,C,"B cells",129.03
LG/J,m,BEZ_2182,2,BEZ235,1.235,C,"B cells",42.97
LG/J,m,BEZ_2183,3,BEZ235,1.235,C,"B cells",86.06
LG/J,m,BEZ_2184,4,BEZ235,1.235,C,"B cells",86.06
LG/J,m,BEZ_2189,1,BEZ235,11.111,D,"B cells",86.06
LG/J,m,BEZ_2190,2,BEZ235,11.111,D,"B cells",86.06
LG/J,m,BEZ_2191,3,BEZ235,11.111,D,"B cells",129.03
LG/J,m,BEZ_2192,4,BEZ235,11.111,D,"B cells",96.77
LG/J,m,BEZ_2197,1,BEZ235,100,E,"B cells",129.03
LG/J,m,BEZ_2198,2,BEZ235,100,E,"B cells",0.00
LG/J,m,BEZ_2199,3,BEZ235,100,E,"B cells",96.77
LG/J,m,BEZ_2200,4,BEZ235,100,E,"B cells",129.03
LG/J,m,BEZ_2201,1,BEZ235,0,ctrl,monocytes,91.74
LG/J,m,BEZ_2202,2,BEZ235,0,ctrl,monocytes,97.92
LG/J,m,BEZ_2203,3,BEZ235,0,ctrl,monocytes,105.49
LG/J,m,BEZ_2204,4,BEZ235,0,ctrl,monocytes,104.86
LG/J,m,BEZ_2209,1,BEZ235,0.046,A,monocytes,93.50
LG/J,m,BEZ_2210,2,BEZ235,0.046,A,monocytes,95.02
LG/J,m,BEZ_2211,3,BEZ235,0.046,A,monocytes,111.04
LG/J,m,BEZ_2212,4,BEZ235,0.046,A,monocytes,98.17
LG/J,m,BEZ_2213,1,BEZ235,0.137,B,monocytes,102.46
LG/J,m,BEZ_2214,2,BEZ235,0.137,B,monocytes,98.04
LG/J,m,BEZ_2215,3,BEZ235,0.137,B,monocytes,111.55
LG/J,m,BEZ_2216,4,BEZ235,0.137,B,monocytes,105.62
LG/J,m,BEZ_2221,1,BEZ235,1.235,C,monocytes,92.24
LG/J,m,BEZ_2222,2,BEZ235,1.235,C,monocytes,104.48
LG/J,m,BEZ_2223,3,BEZ235,1.235,C,monocytes,111.67
LG/J,m,BEZ_2224,4,BEZ235,1.235,C,monocytes,105.87
LG/J,m,BEZ_2229,1,BEZ235,11.111,D,monocytes,90.85
LG/J,m,BEZ_2230,2,BEZ235,11.111,D,monocytes,101.32
LG/J,m,BEZ_2231,3,BEZ235,11.111,D,monocytes,107.63
LG/J,m,BEZ_2232,4,BEZ235,11.111,D,monocytes,104.73
LG/J,m,BEZ_2237,1,BEZ235,100,E,monocytes,85.17
LG/J,m,BEZ_2238,2,BEZ235,100,E,monocytes,100.32
LG/J,m,BEZ_2239,3,BEZ235,100,E,monocytes,107.89
LG/J,m,BEZ_2240,4,BEZ235,100,E,monocytes,108.01
LG/J,m,BEZ_2241,1,BEZ235,0,ctrl,"T cells",95.71
LG/J,m,BEZ_2242,2,BEZ235,0,ctrl,"T cells",93.13
LG/J,m,BEZ_2243,3,BEZ235,0,ctrl,"T cells",106.87
LG/J,m,BEZ_2244,4,BEZ235,0,ctrl,"T cells",104.29
LG/J,m,BEZ_2249,1,BEZ235,0.046,A,"T cells",97.30
LG/J,m,BEZ_2250,2,BEZ235,0.046,A,"T cells",90.67
LG/J,m,BEZ_2251,3,BEZ235,0.046,A,"T cells",110.92
LG/J,m,BEZ_2252,4,BEZ235,0.046,A,"T cells",99.14
LG/J,m,BEZ_2253,1,BEZ235,0.137,B,"T cells",104.79
LG/J,m,BEZ_2254,2,BEZ235,0.137,B,"T cells",95.83
LG/J,m,BEZ_2255,3,BEZ235,0.137,B,"T cells",114.23
LG/J,m,BEZ_2256,4,BEZ235,0.137,B,"T cells",108.96
LG/J,m,BEZ_2261,1,BEZ235,1.235,C,"T cells",94.72
LG/J,m,BEZ_2262,2,BEZ235,1.235,C,"T cells",102.21
LG/J,m,BEZ_2263,3,BEZ235,1.235,C,"T cells",114.85
LG/J,m,BEZ_2264,4,BEZ235,1.235,C,"T cells",112.52
LG/J,m,BEZ_2269,1,BEZ235,11.111,D,"T cells",95.58
LG/J,m,BEZ_2270,2,BEZ235,11.111,D,"T cells",103.19
LG/J,m,BEZ_2271,3,BEZ235,11.111,D,"T cells",115.46
LG/J,m,BEZ_2272,4,BEZ235,11.111,D,"T cells",113.62
LG/J,m,BEZ_2277,1,BEZ235,100,E,"T cells",96.56
LG/J,m,BEZ_2278,2,BEZ235,100,E,"T cells",111.17
LG/J,m,BEZ_2279,3,BEZ235,100,E,"T cells",120.61
LG/J,m,BEZ_2280,4,BEZ235,100,E,"T cells",120.61
LG/J,m,DOX_2161,1,doxorubicin,0,ctrl,"B cells",63.51
LG/J,m,DOX_2162,2,doxorubicin,0,ctrl,"B cells",84.57
LG/J,m,DOX_2163,3,doxorubicin,0,ctrl,"B cells",110.74
LG/J,m,DOX_2164,4,doxorubicin,0,ctrl,"B cells",141.18
LG/J,m,DOX_2169,1,doxorubicin,0.046,A,"B cells",84.90
LG/J,m,DOX_2170,2,doxorubicin,0.046,A,"B cells",88.69
LG/J,m,DOX_2171,3,doxorubicin,0.046,A,"B cells",97.90
LG/J,m,DOX_2172,4,doxorubicin,0.046,A,"B cells",88.85
LG/J,m,DOX_2173,1,doxorubicin,0.137,B,"B cells",66.15
LG/J,m,DOX_2174,2,doxorubicin,0.137,B,"B cells",73.22
LG/J,m,DOX_2175,3,doxorubicin,0.137,B,"B cells",87.37
LG/J,m,DOX_2176,4,doxorubicin,0.137,B,"B cells",72.40
LG/J,m,DOX_2181,1,doxorubicin,1.235,C,"B cells",19.09
LG/J,m,DOX_2182,2,doxorubicin,1.235,C,"B cells",18.43
LG/J,m,DOX_2183,3,doxorubicin,1.235,C,"B cells",46.07
LG/J,m,DOX_2184,4,doxorubicin,1.235,C,"B cells",28.47
LG/J,m,DOX_2189,1,doxorubicin,11.111,D,"B cells",2.48
LG/J,m,DOX_2190,2,doxorubicin,11.111,D,"B cells",1.50
LG/J,m,DOX_2191,3,doxorubicin,11.111,D,"B cells",1.00
LG/J,m,DOX_2192,4,doxorubicin,11.111,D,"B cells",0.26
LG/J,m,DOX_2197,1,doxorubicin,100,E,"B cells",1.91
LG/J,m,DOX_2198,2,doxorubicin,100,E,"B cells",3.70
LG/J,m,DOX_2199,3,doxorubicin,100,E,"B cells",1.43
LG/J,m,DOX_2200,4,doxorubicin,100,E,"B cells",4.00
LG/J,m,DOX_2201,1,doxorubicin,0,ctrl,monocytes,94.68
LG/J,m,DOX_2202,2,doxorubicin,0,ctrl,monocytes,93.48
LG/J,m,DOX_2203,3,doxorubicin,0,ctrl,monocytes,101.17
LG/J,m,DOX_2204,4,doxorubicin,0,ctrl,monocytes,110.66
LG/J,m,DOX_2209,1,doxorubicin,0.046,A,monocytes,106.34
LG/J,m,DOX_2210,2,doxorubicin,0.046,A,monocytes,94.68
LG/J,m,DOX_2211,3,doxorubicin,0.046,A,monocytes,103.94
LG/J,m,DOX_2212,4,doxorubicin,0.046,A,monocytes,103.33
LG/J,m,DOX_2213,1,doxorubicin,0.137,B,monocytes,94.56
LG/J,m,DOX_2214,2,doxorubicin,0.137,B,monocytes,81.11
LG/J,m,DOX_2215,3,doxorubicin,0.137,B,monocytes,94.32
LG/J,m,DOX_2216,4,doxorubicin,0.137,B,monocytes,89.88
LG/J,m,DOX_2221,1,doxorubicin,1.235,C,monocytes,68.97
LG/J,m,DOX_2222,2,doxorubicin,1.235,C,monocytes,62.84
LG/J,m,DOX_2223,3,doxorubicin,1.235,C,monocytes,80.99
LG/J,m,DOX_2224,4,doxorubicin,1.235,C,monocytes,76.54
LG/J,m,DOX_2229,1,doxorubicin,11.111,D,monocytes,22.95
LG/J,m,DOX_2230,2,doxorubicin,11.111,D,monocytes,27.52
LG/J,m,DOX_2231,3,doxorubicin,11.111,D,monocytes,38.81
LG/J,m,DOX_2232,4,doxorubicin,11.111,D,monocytes,36.05
LG/J,m,DOX_2237,1,doxorubicin,100,E,monocytes,18.02
LG/J,m,DOX_2238,2,doxorubicin,100,E,monocytes,15.74
LG/J,m,DOX_2239,3,doxorubicin,100,E,monocytes,26.79
LG/J,m,DOX_2240,4,doxorubicin,100,E,monocytes,22.11
LG/J,m,DOX_2241,1,doxorubicin,0,ctrl,"T cells",91.68
LG/J,m,DOX_2242,2,doxorubicin,0,ctrl,"T cells",90.83
LG/J,m,DOX_2243,3,doxorubicin,0,ctrl,"T cells",104.22
LG/J,m,DOX_2244,4,doxorubicin,0,ctrl,"T cells",113.27
LG/J,m,DOX_2249,1,doxorubicin,0.046,A,"T cells",105.43
LG/J,m,DOX_2250,2,doxorubicin,0.046,A,"T cells",91.56
LG/J,m,DOX_2251,3,doxorubicin,0.046,A,"T cells",105.19
LG/J,m,DOX_2252,4,doxorubicin,0.046,A,"T cells",103.38
LG/J,m,DOX_2253,1,doxorubicin,0.137,B,"T cells",90.71
LG/J,m,DOX_2254,2,doxorubicin,0.137,B,"T cells",76.36
LG/J,m,DOX_2255,3,doxorubicin,0.137,B,"T cells",97.47
LG/J,m,DOX_2256,4,doxorubicin,0.137,B,"T cells",91.68
LG/J,m,DOX_2261,1,doxorubicin,1.235,C,"T cells",80.10
LG/J,m,DOX_2262,2,doxorubicin,1.235,C,"T cells",72.62
LG/J,m,DOX_2263,3,doxorubicin,1.235,C,"T cells",90.47
LG/J,m,DOX_2264,4,doxorubicin,1.235,C,"T cells",82.63
LG/J,m,DOX_2269,1,doxorubicin,11.111,D,"T cells",34.62
LG/J,m,DOX_2270,2,doxorubicin,11.111,D,"T cells",51.99
LG/J,m,DOX_2271,3,doxorubicin,11.111,D,"T cells",72.50
LG/J,m,DOX_2272,4,doxorubicin,11.111,D,"T cells",54.76
LG/J,m,DOX_2277,1,doxorubicin,100,E,"T cells",32.09
LG/J,m,DOX_2278,2,doxorubicin,100,E,"T cells",51.87
LG/J,m,DOX_2279,3,doxorubicin,100,E,"T cells",71.41
LG/J,m,DOX_2280,4,doxorubicin,100,E,"T cells",67.91
LG/J,m,IDA_2161,1,idarubicin,0,ctrl,"B cells",95.22
LG/J,m,IDA_2162,2,idarubicin,0,ctrl,"B cells",130.81
LG/J,m,IDA_2163,3,idarubicin,0,ctrl,"B cells",76.89
LG/J,m,IDA_2164,4,idarubicin,0,ctrl,"B cells",97.08
LG/J,m,IDA_2169,1,idarubicin,0.046,A,"B cells",115.94
LG/J,m,IDA_2170,2,idarubicin,0.046,A,"B cells",113.41
LG/J,m,IDA_2171,3,idarubicin,0.046,A,"B cells",131.34
LG/J,m,IDA_2172,4,idarubicin,0.046,A,"B cells",62.28
LG/J,m,IDA_2173,1,idarubicin,0.137,B,"B cells",66.67
LG/J,m,IDA_2174,2,idarubicin,0.137,B,"B cells",77.42
LG/J,m,IDA_2175,3,idarubicin,0.137,B,"B cells",87.12
LG/J,m,IDA_2176,4,idarubicin,0.137,B,"B cells",72.64
LG/J,m,IDA_2181,1,idarubicin,1.235,C,"B cells",23.64
LG/J,m,IDA_2182,2,idarubicin,1.235,C,"B cells",17.00
LG/J,m,IDA_2183,3,idarubicin,1.235,C,"B cells",40.11
LG/J,m,IDA_2184,4,idarubicin,1.235,C,"B cells",39.71
LG/J,m,IDA_2189,1,idarubicin,11.111,D,"B cells",5.54
LG/J,m,IDA_2190,2,idarubicin,11.111,D,"B cells",1.61
LG/J,m,IDA_2191,3,idarubicin,11.111,D,"B cells",0.44
LG/J,m,IDA_2192,4,idarubicin,11.111,D,"B cells",3.52
LG/J,m,IDA_2197,1,idarubicin,100,E,"B cells",0.62
LG/J,m,IDA_2198,2,idarubicin,100,E,"B cells",0.20
LG/J,m,IDA_2199,3,idarubicin,100,E,"B cells",0.32
LG/J,m,IDA_2200,4,idarubicin,100,E,"B cells",0.00
LG/J,m,IDA_2201,1,idarubicin,0,ctrl,monocytes,99.84
LG/J,m,IDA_2202,2,idarubicin,0,ctrl,monocytes,106.66
LG/J,m,IDA_2203,3,idarubicin,0,ctrl,monocytes,94.32
LG/J,m,IDA_2204,4,idarubicin,0,ctrl,monocytes,99.19
LG/J,m,IDA_2209,1,idarubicin,0.046,A,monocytes,101.89
LG/J,m,IDA_2210,2,idarubicin,0.046,A,monocytes,100.81
LG/J,m,IDA_2211,3,idarubicin,0.046,A,monocytes,104.93
LG/J,m,IDA_2212,4,idarubicin,0.046,A,monocytes,90.96
LG/J,m,IDA_2213,1,idarubicin,0.137,B,monocytes,91.61
LG/J,m,IDA_2214,2,idarubicin,0.137,B,monocytes,94.10
LG/J,m,IDA_2215,3,idarubicin,0.137,B,monocytes,90.74
LG/J,m,IDA_2216,4,idarubicin,0.137,B,monocytes,94.53
LG/J,m,IDA_2221,1,idarubicin,1.235,C,monocytes,30.64
LG/J,m,IDA_2222,2,idarubicin,1.235,C,monocytes,29.56
LG/J,m,IDA_2223,3,idarubicin,1.235,C,monocytes,66.59
LG/J,m,IDA_2224,4,idarubicin,1.235,C,monocytes,54.57
LG/J,m,IDA_2229,1,idarubicin,11.111,D,monocytes,14.08
LG/J,m,IDA_2230,2,idarubicin,11.111,D,monocytes,15.70
LG/J,m,IDA_2231,3,idarubicin,11.111,D,monocytes,6.97
LG/J,m,IDA_2232,4,idarubicin,11.111,D,monocytes,14.08
LG/J,m,IDA_2237,1,idarubicin,100,E,monocytes,9.24
LG/J,m,IDA_2238,2,idarubicin,100,E,monocytes,5.22
LG/J,m,IDA_2239,3,idarubicin,100,E,monocytes,9.96
LG/J,m,IDA_2240,4,idarubicin,100,E,monocytes,8.93
LG/J,m,IDA_2241,1,idarubicin,0,ctrl,"T cells",99.46
LG/J,m,IDA_2242,2,idarubicin,0,ctrl,"T cells",106.55
LG/J,m,IDA_2243,3,idarubicin,0,ctrl,"T cells",94.10
LG/J,m,IDA_2244,4,idarubicin,0,ctrl,"T cells",99.89
LG/J,m,IDA_2249,1,idarubicin,0.046,A,"T cells",102.36
LG/J,m,IDA_2250,2,idarubicin,0.046,A,"T cells",102.15
LG/J,m,IDA_2251,3,idarubicin,0.046,A,"T cells",105.90
LG/J,m,IDA_2252,4,idarubicin,0.046,A,"T cells",88.84
LG/J,m,IDA_2253,1,idarubicin,0.137,B,"T cells",90.88
LG/J,m,IDA_2254,2,idarubicin,0.137,B,"T cells",93.24
LG/J,m,IDA_2255,3,idarubicin,0.137,B,"T cells",94.64
LG/J,m,IDA_2256,4,idarubicin,0.137,B,"T cells",94.85
LG/J,m,IDA_2261,1,idarubicin,1.235,C,"T cells",25.97
LG/J,m,IDA_2262,2,idarubicin,1.235,C,"T cells",23.07
LG/J,m,IDA_2263,3,idarubicin,1.235,C,"T cells",71.46
LG/J,m,IDA_2264,4,idarubicin,1.235,C,"T cells",56.33
LG/J,m,IDA_2269,1,idarubicin,11.111,D,"T cells",9.51
LG/J,m,IDA_2270,2,idarubicin,11.111,D,"T cells",17.38
LG/J,m,IDA_2271,3,idarubicin,11.111,D,"T cells",4.73
LG/J,m,IDA_2272,4,idarubicin,11.111,D,"T cells",11.48
LG/J,m,IDA_2277,1,idarubicin,100,E,"T cells",11.48
LG/J,m,IDA_2278,2,idarubicin,100,E,"T cells",2.82
LG/J,m,IDA_2279,3,idarubicin,100,E,"T cells",2.46
LG/J,m,IDA_2280,4,idarubicin,100,E,"T cells",2.20
LG/J,m,SEL_2161,1,selumetinib,0,ctrl,"B cells",133.33
LG/J,m,SEL_2162,2,selumetinib,0,ctrl,"B cells",133.33
LG/J,m,SEL_2163,3,selumetinib,0,ctrl,"B cells",0.00
LG/J,m,SEL_2164,4,selumetinib,0,ctrl,"B cells",133.33
LG/J,m,SEL_2169,1,selumetinib,0.046,A,"B cells",0.00
LG/J,m,SEL_2170,2,selumetinib,0.046,A,"B cells",120.00
LG/J,m,SEL_2171,3,selumetinib,0.046,A,"B cells",44.40
LG/J,m,SEL_2172,4,selumetinib,0.046,A,"B cells",133.33
LG/J,m,SEL_2173,1,selumetinib,0.137,B,"B cells",133.33
LG/J,m,SEL_2174,2,selumetinib,0.137,B,"B cells",133.33
LG/J,m,SEL_2175,3,selumetinib,0.137,B,"B cells",0.00
LG/J,m,SEL_2176,4,selumetinib,0.137,B,"B cells",106.67
LG/J,m,SEL_2181,1,selumetinib,1.235,C,"B cells",133.33
LG/J,m,SEL_2182,2,selumetinib,1.235,C,"B cells",0.00
LG/J,m,SEL_2183,3,selumetinib,1.235,C,"B cells",0.00
LG/J,m,SEL_2184,4,selumetinib,1.235,C,"B cells",88.93
LG/J,m,SEL_2189,1,selumetinib,11.111,D,"B cells",66.67
LG/J,m,SEL_2190,2,selumetinib,11.111,D,"B cells",133.33
LG/J,m,SEL_2191,3,selumetinib,11.111,D,"B cells",133.33
LG/J,m,SEL_2192,4,selumetinib,11.111,D,"B cells",92.27
LG/J,m,SEL_2197,1,selumetinib,100,E,"B cells",66.67
LG/J,m,SEL_2198,2,selumetinib,100,E,"B cells",133.33
LG/J,m,SEL_2199,3,selumetinib,100,E,"B cells",133.33
LG/J,m,SEL_2200,4,selumetinib,100,E,"B cells",104.80
LG/J,m,SEL_2201,1,selumetinib,0,ctrl,monocytes,115.08
LG/J,m,SEL_2202,2,selumetinib,0,ctrl,monocytes,101.84
LG/J,m,SEL_2203,3,selumetinib,0,ctrl,monocytes,103.52
LG/J,m,SEL_2204,4,selumetinib,0,ctrl,monocytes,79.57
LG/J,m,SEL_2209,1,selumetinib,0.046,A,monocytes,113.15
LG/J,m,SEL_2210,2,selumetinib,0.046,A,monocytes,105.45
LG/J,m,SEL_2211,3,selumetinib,0.046,A,monocytes,99.67
LG/J,m,SEL_2212,4,selumetinib,0.046,A,monocytes,100.27
LG/J,m,SEL_2213,1,selumetinib,0.137,B,monocytes,112.31
LG/J,m,SEL_2214,2,selumetinib,0.137,B,monocytes,106.41
LG/J,m,SEL_2215,3,selumetinib,0.137,B,monocytes,100.75
LG/J,m,SEL_2216,4,selumetinib,0.137,B,monocytes,99.31
LG/J,m,SEL_2221,1,selumetinib,1.235,C,monocytes,111.59
LG/J,m,SEL_2222,2,selumetinib,1.235,C,monocytes,94.73
LG/J,m,SEL_2223,3,selumetinib,1.235,C,monocytes,96.06
LG/J,m,SEL_2224,4,selumetinib,1.235,C,monocytes,98.22
LG/J,m,SEL_2229,1,selumetinib,11.111,D,monocytes,114.47
LG/J,m,SEL_2230,2,selumetinib,11.111,D,monocytes,101.72
LG/J,m,SEL_2231,3,selumetinib,11.111,D,monocytes,96.54
LG/J,m,SEL_2232,4,selumetinib,11.111,D,monocytes,93.05
LG/J,m,SEL_2237,1,selumetinib,100,E,monocytes,114.11
LG/J,m,SEL_2238,2,selumetinib,100,E,monocytes,96.78
LG/J,m,SEL_2239,3,selumetinib,100,E,monocytes,102.20
LG/J,m,SEL_2240,4,selumetinib,100,E,monocytes,86.67
LG/J,m,SEL_2241,1,selumetinib,0,ctrl,"T cells",120.36
LG/J,m,SEL_2242,2,selumetinib,0,ctrl,"T cells",108.07
LG/J,m,SEL_2243,3,selumetinib,0,ctrl,"T cells",110.65
LG/J,m,SEL_2244,4,selumetinib,0,ctrl,"T cells",60.91
LG/J,m,SEL_2249,1,selumetinib,0.046,A,"T cells",118.27
LG/J,m,SEL_2250,2,selumetinib,0.046,A,"T cells",112.74
LG/J,m,SEL_2251,3,selumetinib,0.046,A,"T cells",108.69
LG/J,m,SEL_2252,4,selumetinib,0.046,A,"T cells",107.58
LG/J,m,SEL_2253,1,selumetinib,0.137,B,"T cells",118.27
LG/J,m,SEL_2254,2,selumetinib,0.137,B,"T cells",112.37
LG/J,m,SEL_2255,3,selumetinib,0.137,B,"T cells",109.18
LG/J,m,SEL_2256,4,selumetinib,0.137,B,"T cells",107.95
LG/J,m,SEL_2261,1,selumetinib,1.235,C,"T cells",119.62
LG/J,m,SEL_2262,2,selumetinib,1.235,C,"T cells",104.76
LG/J,m,SEL_2263,3,selumetinib,1.235,C,"T cells",112.37
LG/J,m,SEL_2264,4,selumetinib,1.235,C,"T cells",113.72
LG/J,m,SEL_2269,1,selumetinib,11.111,D,"T cells",119.86
LG/J,m,SEL_2270,2,selumetinib,11.111,D,"T cells",107.83
LG/J,m,SEL_2271,3,selumetinib,11.111,D,"T cells",109.18
LG/J,m,SEL_2272,4,selumetinib,11.111,D,"T cells",108.32
LG/J,m,SEL_2277,1,selumetinib,100,E,"T cells",120.48
LG/J,m,SEL_2278,2,selumetinib,100,E,"T cells",106.60
LG/J,m,SEL_2279,3,selumetinib,100,E,"T cells",116.43
LG/J,m,SEL_2280,4,selumetinib,100,E,"T cells",104.14
LP/J,m,BEZ_2281,1,BEZ235,0,ctrl,"B cells",104.41
LP/J,m,BEZ_2282,2,BEZ235,0,ctrl,"B cells",78.27
LP/J,m,BEZ_2283,3,BEZ235,0,ctrl,"B cells",120.41
LP/J,m,BEZ_2284,4,BEZ235,0,ctrl,"B cells",96.92
LP/J,m,BEZ_2289,1,BEZ235,0.046,A,"B cells",133.33
LP/J,m,BEZ_2290,2,BEZ235,0.046,A,"B cells",87.96
LP/J,m,BEZ_2291,3,BEZ235,0.046,A,"B cells",123.64
LP/J,m,BEZ_2292,4,BEZ235,0.046,A,"B cells",115.57
LP/J,m,BEZ_2293,1,BEZ235,0.137,B,"B cells",128.19
LP/J,m,BEZ_2294,2,BEZ235,0.137,B,"B cells",92.80
LP/J,m,BEZ_2295,3,BEZ235,0.137,B,"B cells",106.61
LP/J,m,BEZ_2296,4,BEZ235,0.137,B,"B cells",111.89
LP/J,m,BEZ_2301,1,BEZ235,1.235,C,"B cells",90.16
LP/J,m,BEZ_2302,2,BEZ235,1.235,C,"B cells",87.22
LP/J,m,BEZ_2303,3,BEZ235,1.235,C,"B cells",83.99
LP/J,m,BEZ_2304,4,BEZ235,1.235,C,"B cells",75.33
LP/J,m,BEZ_2309,1,BEZ235,11.111,D,"B cells",107.78
LP/J,m,BEZ_2310,2,BEZ235,11.111,D,"B cells",65.64
LP/J,m,BEZ_2311,3,BEZ235,11.111,D,"B cells",62.85
LP/J,m,BEZ_2312,4,BEZ235,11.111,D,"B cells",58.74
LP/J,m,BEZ_2317,1,BEZ235,100,E,"B cells",82.67
LP/J,m,BEZ_2318,2,BEZ235,100,E,"B cells",94.71
LP/J,m,BEZ_2319,3,BEZ235,100,E,"B cells",84.14
LP/J,m,BEZ_2320,4,BEZ235,100,E,"B cells",72.54
LP/J,m,BEZ_2321,1,BEZ235,0,ctrl,monocytes,107.87
